"","ID","Date","Phosphorus","Nitrogen","Chlorophyll","Secchi","Color","Temperature","Conductivity","Site","Sensor_Type","Salinity","Sun_Code","DO","Depth"
"446",453,2019-06-05 18:14:00,70,830,32,1.21951219512195,16,NA,21,1,"LAKEWATCH",NA,NA,NA,NA
"447",454,2019-06-05 15:22:00,78,900,29,0.76219512195122,17,NA,22,2,"LAKEWATCH",NA,NA,NA,NA
"448",455,2019-06-05 15:01:00,88,930,19,0.914634146341463,19,NA,21,3,"LAKEWATCH",NA,NA,NA,NA
"449",456,2019-06-05 14:38:00,83,970,17,0.914634146341463,20,NA,21,4,"LAKEWATCH",NA,NA,NA,NA
"450",457,2019-06-05 15:48:00,78,910,29,0.76219512195122,16,NA,21,5,"LAKEWATCH",NA,NA,NA,NA
"451",458,2019-06-05 18:00:00,69,890,19,0.609756097560976,15,NA,21,6,"LAKEWATCH",NA,NA,NA,NA
"452",459,2019-07-17 13:14:00,NA,NA,NA,NA,NA,30.4,19.7,1,"YSI",8.4,NA,1.04,1
"453",460,2019-07-17 14:03:00,NA,NA,NA,NA,NA,32.1,38.95,2,"YSI",21.3,NA,3.02,1.5
"454",461,2019-07-17 14:19:00,NA,NA,NA,NA,NA,31.5,39.55,3,"YSI",22,NA,4.72,1.4
"455",462,2019-07-17 14:35:00,NA,NA,NA,NA,NA,31.9,41.7,4,"YSI",23.1,NA,5.54,1.3
"456",463,2019-07-17 13:48:00,NA,NA,NA,NA,NA,32.4,40.33,5,"YSI",22.3,NA,2.57,1.3
"457",464,2019-07-17 13:30:00,NA,NA,NA,NA,NA,31.4,33.72,6,"YSI",18.5,NA,0.83,1.3
"458",465,2019-07-17 15:57:00,NA,NA,NA,NA,NA,31.8,31.82,7,"YSI",17.2,NA,1.67,1.9
"459",466,2019-07-17 15:34:00,NA,NA,NA,NA,NA,32,34.85,8,"YSI",19.8,NA,4.7,1.3
"460",467,2019-07-17 14:50:00,NA,NA,NA,NA,NA,31.7,39.9,9,"YSI",22.1,NA,4.75,1.3
"461",468,2019-07-17 15:12:00,NA,NA,NA,NA,NA,31.7,39.05,10,"YSI",21.6,NA,4.38,1.2
"462",469,2019-08-06 16:02:00,NA,NA,NA,NA,NA,28.9,7.47,1,"YSI",3.8,NA,4.77,0.8
"463",470,2019-08-06 16:57:00,NA,NA,NA,NA,NA,30,19.38,2,"YSI",10.8,NA,3.75,1.2
"464",471,2019-08-06 18:31:00,NA,NA,NA,NA,NA,31.3,29.52,3,"YSI",16,NA,7.94,1.3
"465",472,2019-08-06 18:47:00,NA,NA,NA,NA,NA,31.7,29.33,4,"YSI",16.1,NA,9.52,1
"466",473,2019-08-06 16:42:00,NA,NA,NA,NA,NA,30.1,16.84,5,"YSI",8.9,NA,4.48,1
"467",474,2019-08-06 16:23:00,NA,NA,NA,NA,NA,29,7.17,6,"YSI",3.6,NA,4.69,1
"468",475,2019-08-06 16:30:00,NA,NA,NA,NA,NA,29.6,8.08,7,"YSI",4.1,NA,3.65,1.2
"469",476,2019-08-06 18:13:00,NA,NA,NA,NA,NA,30.9,17.88,8,"YSI",9.3,NA,4.2,0.9
"470",477,2019-08-06 19:20:00,NA,NA,NA,NA,NA,31.2,29.45,9,"YSI",16,NA,6.5,1.2
"471",478,2019-08-06 19:40:00,NA,NA,NA,NA,NA,31.3,30.7,10,"YSI",16.7,NA,5.86,1.2
"472",479,2019-08-20 15:10:00,NA,NA,NA,NA,NA,25.5,0.28,1,"YSI",0.1,NA,5.1,0.7
"473",480,2019-08-20 16:09:00,NA,NA,NA,NA,NA,26.6,3.47,2,"YSI",1.9,NA,4.26,1.2
"474",481,2019-08-20 17:40:00,NA,NA,NA,NA,NA,27.1,29.55,3,"YSI",17.5,NA,4.67,1.4
"475",482,2019-08-20 17:57:00,NA,NA,NA,NA,NA,27.6,31.61,4,"YSI",18.6,NA,5.4,13
"476",483,2019-08-20 15:55:00,NA,NA,NA,NA,NA,26.5,2.29,5,"YSI",1.4,NA,2.98,1.1
"477",484,2019-08-20 15:28:00,NA,NA,NA,NA,NA,26.9,0.307,6,"YSI",0.1,NA,5.49,1
"478",485,2019-08-20 16:28:00,NA,NA,NA,NA,NA,26.2,0.282,7,"YSI",0.1,NA,4.16,1.2
"479",486,2019-08-20 16:40:00,NA,NA,NA,NA,NA,27,1.127,8,"YSI",0.5,NA,4.29,1
"480",487,2019-08-20 18:22:00,NA,NA,NA,NA,NA,27.2,29.71,9,"YSI",17.5,NA,4.64,1.4
"481",488,2019-08-20 18:42:00,NA,NA,NA,NA,NA,28.5,17.01,10,"YSI",9.2,NA,4.38,1.1
"482",489,2019-08-20 19:02:00,NA,NA,NA,NA,NA,29.7,32.98,11,"YSI",18.7,NA,6.91,1.3
"483",490,2019-04-17 15:05:00,NA,NA,NA,NA,NA,21.9,37.65,21,"YSI",25.6,NA,6.92,0.9
"484",491,2019-04-17 13:36:00,NA,NA,NA,NA,NA,22.9,31.05,22,"YSI",20.2,NA,6.96,0.6
"485",492,2019-09-09 20:34:00,NA,NA,NA,NA,NA,30.1,14.04,1,"YSI",7.3,NA,4.97,0.8
"486",493,2019-09-09 21:33:00,NA,NA,NA,NA,NA,30.8,36.92,2,"YSI",20.7,NA,4.26,1.1
"487",494,2019-09-09 22:36:00,NA,NA,NA,NA,NA,20.1,35.14,3,"YSI",20.1,NA,7.14,1
"488",495,2019-09-09 22:19:00,NA,NA,NA,NA,NA,8.1,26.72,4,"YSI",13.9,NA,6.77,0.6
"489",496,2019-09-09 21:21:00,NA,NA,NA,NA,NA,31.7,28.63,5,"YSI",15.3,NA,5.26,1
"490",497,2019-09-09 21:00:00,NA,NA,NA,NA,NA,30.2,1233,6,"YSI",6.3,NA,4.49,1
"491",498,2019-09-09 23:22:00,NA,NA,NA,NA,NA,30.8,32.94,7,"YSI",18.2,NA,1.99,1
"492",499,2019-09-09 23:09:00,NA,NA,NA,NA,NA,32,27.34,8,"YSI",14.5,NA,1.33,0.8
"493",500,2019-09-09 23:11:00,NA,NA,NA,NA,NA,34.1,21.93,9,"YSI",11.7,NA,11,0.7
"494",501,2019-10-01 14:26:00,NA,NA,NA,NA,NA,27.1,1.787,1,"YSI",0.9,NA,6.37,0.5
"495",502,2019-10-01 16:02:00,NA,NA,NA,NA,NA,28.4,32.65,2,"YSI",18.9,NA,5.42,1.4
"496",503,2019-10-01 16:27:00,NA,NA,NA,NA,NA,28.7,38.36,3,"YSI",22.5,NA,6.52,1.4
"497",504,2019-10-01 16:40:00,NA,NA,NA,NA,NA,28.7,39.01,4,"YSI",22.9,NA,7.45,1
"498",505,2019-10-01 15:35:00,NA,NA,NA,NA,NA,28.1,28.74,5,"YSI",16.6,NA,4.84,1
"499",506,2019-10-01 14:51:00,NA,NA,NA,NA,NA,27.4,2.609,6,"YSI",1.3,NA,6.41,0.8
"500",507,2019-10-01 18:39:00,NA,NA,NA,NA,NA,29,54.6,7,"YSI",13.8,NA,6.06,1.7
"501",508,2019-10-01 18:17:00,NA,NA,NA,NA,NA,28.6,29.3,8,"YSI",16.8,NA,4.17,1.6
"502",509,2019-10-01 17:55:00,NA,NA,NA,NA,NA,28.9,40.99,9,"YSI",24.2,NA,7.35,1.8
"503",510,2019-10-01 17:37:00,NA,NA,NA,NA,NA,28.8,37.54,10,"YSI",22,NA,6.14,0.9
"504",511,2019-10-15 13:57:00,NA,NA,NA,NA,NA,25.7,14.74,1,"YSI",8.4,NA,5.01,0.8
"505",512,2019-10-15 14:53:00,NA,NA,NA,NA,NA,26.9,35.97,2,"YSI",21.4,NA,4.68,1.7
"506",513,2019-10-15 16:18:00,NA,NA,NA,NA,NA,27.4,45.9,3,"YSI",28.2,NA,5.62,2
"507",514,2019-10-15 14:20:00,NA,NA,NA,NA,NA,27.3,46.4,4,"YSI",28.7,NA,5.6,1.7
"508",515,2019-10-15 14:30:00,NA,NA,NA,NA,NA,26.7,33.76,5,"YSI",20.4,NA,4.44,1.4
"509",516,2019-10-15 14:09:00,NA,NA,NA,NA,NA,25.8,16.78,6,"YSI",9.7,NA,5.02,1.2
"510",517,2019-10-15 15:19:00,NA,NA,NA,NA,NA,26,20.52,7,"YSI",11.9,NA,3.91,1.6
"511",518,2019-10-15 15:36:00,NA,NA,NA,NA,NA,26.6,29.78,8,"YSI",17.6,NA,4.3,1.4
"512",519,2019-10-15 15:54:00,NA,NA,NA,NA,NA,27.1,40.36,9,"YSI",24.6,NA,5.48,1.8
"513",520,2019-10-15 17:06:00,NA,NA,NA,NA,NA,27.4,43.27,10,"YSI",26.4,NA,5.93,1.5
"514",521,2019-07-03 16:15:00,77,1060,19,0.76219512195122,26,NA,20,1,"LAKEWATCH",-999,1,NA,NA
"515",522,2019-07-03 14:04:00,89,1210,9,0.76219512195122,32,NA,14,2,"LAKEWATCH",-999,1,NA,NA
"516",523,2019-07-03 14:55:00,104,1130,27,0.609756097560976,37,NA,22,3,"LAKEWATCH",-999,1,NA,NA
"517",524,2019-07-03 14:36:00,95,1050,23,0.701219512195122,30,NA,21,4,"LAKEWATCH",-999,1,NA,NA
"518",525,2019-07-03 14:21:00,86,1260,11,0.609756097560976,28,NA,14,5,"LAKEWATCH",-999,1,NA,NA
"519",526,2019-07-03 16:00:00,83,1080,20,0.76219512195122,26,NA,20,6,"LAKEWATCH",-999,1,NA,NA
"520",527,2019-08-06 16:02:00,118,1460,9,0.457317073170732,130,NA,6,1,"LAKEWATCH",NA,4,NA,NA
"521",528,2019-08-06 16:57:00,128,1220,6,0.914634146341463,97,NA,13,2,"LAKEWATCH",NA,4,NA,NA
"522",529,2019-08-06 18:31:00,132,1100,74,0.365853658536585,58,NA,24,3,"LAKEWATCH",NA,4,NA,NA
"523",530,2019-08-06 18:47:00,152,1050,82,0.304878048780488,54,NA,24,4,"LAKEWATCH",NA,4,NA,NA
"524",531,2019-08-06 16:42:00,123,1230,5,0.914634146341463,106,NA,13,5,"LAKEWATCH",NA,4,NA,NA
"525",532,2019-08-06 16:23:00,123,1430,9,0.609756097560976,147,NA,6,6,"LAKEWATCH",NA,4,NA,NA
"526",533,2019-09-09 20:34:00,120,1400,6,0.609756097560976,96,NA,11,1,"LAKEWATCH",NA,4,NA,NA
"527",534,2019-09-09 21:33:00,111,1040,15,0.609756097560976,77,NA,18,2,"LAKEWATCH",NA,4,NA,NA
"528",535,2019-09-09 22:36:00,135,1060,10,0.701219512195122,69,NA,21,3,"LAKEWATCH",NA,4,NA,NA
"529",536,2019-09-09 22:19:00,127,970,6,1.52439024390244,59,NA,25,4,"LAKEWATCH",NA,3,NA,NA
"530",537,2019-09-09 21:21:00,102,1070,19,0.914634146341463,68,NA,22,5,"LAKEWATCH",NA,4,NA,NA
"531",538,2019-09-09 21:00:00,131,1470,22,0.457317073170732,96,NA,11,6,"LAKEWATCH",NA,4,NA,NA
"532",539,2019-11-04 20:20:00,NA,NA,NA,NA,NA,22.5,31.85,1,"YSI",20.8,NA,4.63,0.9
"533",540,2019-11-04 17:49:00,NA,NA,NA,NA,NA,21.2,27.31,2,"YSI",18.3,NA,8.09,1.3
"534",541,2019-11-04 18:53:00,NA,NA,NA,NA,NA,22.3,37.76,3,"YSI",24.8,NA,7.68,1.2
"535",542,2019-11-04 18:36:00,NA,NA,NA,NA,NA,22.2,36.8,4,"YSI",24.8,NA,7.08,0.9
"536",543,2019-11-04 18:16:00,NA,NA,NA,NA,NA,21.9,36.31,5,"YSI",24.8,NA,6.04,1.2
"537",544,2019-11-04 20:02:00,NA,NA,NA,NA,NA,21.9,32.98,6,"YSI",24.6,NA,7.99,1.2
"538",545,2019-11-04 17:17:00,NA,NA,NA,NA,NA,21.6,19.62,7,"YSI",22.1,NA,5.72,1.1
"539",546,2019-11-04 17:34:00,NA,NA,NA,NA,NA,20.7,24.29,8,"YSI",12.6,NA,5.87,0.9
"540",547,2019-11-04 19:13:00,NA,NA,NA,NA,NA,22,35.92,9,"YSI",23,NA,6.28,1.2
"541",548,2019-11-04 19:35:00,NA,NA,NA,NA,NA,22.1,29.43,10,"YSI",19.4,NA,9.02,0.9
"542",549,2019-11-18 20:11:00,NA,NA,NA,NA,NA,17.5,23.38,1,"YSI",16.8,NA,7.5,1.2
"543",550,2019-11-18 17:36:00,NA,NA,NA,NA,NA,15.7,17.07,2,"YSI",12.4,NA,9.01,1.2
"544",551,2019-11-18 18:25:00,NA,NA,NA,NA,NA,16,26.99,3,"YSI",20.4,NA,8.64,1.2
"545",552,2019-11-18 18:09:00,NA,NA,NA,NA,NA,16.4,25.3,4,"YSI",18.8,NA,9.07,0.9
"546",553,2019-11-18 17:49:00,NA,NA,NA,NA,NA,15.5,22.97,5,"YSI",17.3,NA,8.45,1.1
"547",554,2019-11-18 19:48:00,NA,NA,NA,NA,NA,17.4,21.98,6,"YSI",15.8,NA,7.92,1.3
"548",555,2019-11-18 17:00:00,NA,NA,NA,NA,NA,15.4,11.85,7,"YSI",8.5,NA,8.04,1
"549",556,2019-11-18 17:15:00,NA,NA,NA,NA,NA,16.1,18.5,8,"YSI",13.5,NA,9.1,0.8
"550",557,2019-11-18 18:40:00,NA,NA,NA,NA,NA,16.5,23.89,9,"YSI",17.6,NA,8.47,1.2
"551",558,2019-11-18 18:54:00,NA,NA,NA,NA,NA,16.5,22.65,10,"YSI",16.6,NA,9.46,0.5
"552",559,2019-12-05 19:49:00,NA,NA,NA,NA,NA,17.8,16.17,1,"YSI",11.2,NA,8.45,0.7
"553",560,2019-12-05 20:36:00,NA,NA,NA,NA,NA,16.3,26.77,2,"YSI",19.9,NA,9.59,1.2
"554",561,2019-12-05 21:31:00,NA,NA,NA,NA,NA,16.8,24.51,3,"YSI",18,NA,10.8,1.2
"555",562,2019-12-05 21:08:00,NA,NA,NA,NA,NA,17.1,29.1,4,"YSI",20.1,NA,17.44,0.9
"556",563,2019-12-05 20:51:00,NA,NA,NA,NA,NA,16.6,22.4,5,"YSI",16.3,NA,10.03,1.1
"557",564,2019-12-05 22:31:00,NA,NA,NA,NA,NA,17,29.49,6,"YSI",22,NA,8.96,1.2
"558",565,2019-12-05 20:06:00,NA,NA,NA,NA,NA,17.3,23.26,7,"YSI",16.8,NA,8.81,1.1
"559",566,2019-12-05 20:20:00,NA,NA,NA,NA,NA,17.8,23.97,8,"YSI",17.1,NA,7.94,0.8
"560",567,2019-12-05 21:45:00,NA,NA,NA,NA,NA,16.6,24.18,9,"YSI",17.8,NA,10.22,1.2
"561",568,2019-12-05 21:58:00,NA,NA,NA,NA,NA,15.9,19.47,10,"YSI",14.3,NA,10.4,0.7
"562",569,2020-01-03 16:38:00,NA,NA,NA,NA,NA,18.7,22.91,1,"YSI",15.8,NA,7.18,1
"563",570,2020-01-03 18:52:00,NA,NA,NA,NA,NA,19,32.73,2,"YSI",23.5,NA,8.41,1.5
"564",571,2020-01-03 18:16:00,NA,NA,NA,NA,NA,18.8,32.93,3,"YSI",23.8,NA,7.89,1.4
"565",572,2020-01-03 18:00:00,NA,NA,NA,NA,NA,18.8,32.36,4,"YSI",23.3,NA,8.2,1
"566",573,2020-01-03 17:11:00,NA,NA,NA,NA,NA,18.6,32.77,5,"YSI",23.7,NA,8.2,1.5
"567",576,2020-01-03 16:18:00,NA,NA,NA,NA,NA,18.7,25.83,6,"YSI",18.1,NA,7.2,1.4
"568",577,2020-01-03 19:39:00,NA,NA,NA,NA,NA,19.8,22.53,7,"YSI",14.9,NA,7.27,1.5
"569",578,2020-01-03 19:15:00,NA,NA,NA,NA,NA,19.5,30.54,8,"YSI",21.5,NA,7.66,1
"570",590,2020-01-03 18:31:00,NA,NA,NA,NA,NA,19.1,31.07,9,"YSI",22.3,NA,7.8,1.2
"571",591,2020-01-03 17:40:00,NA,NA,NA,NA,NA,19.6,28.19,10,"YSI",19.6,NA,7.8,1.2
"572",592,2020-01-16 18:26:00,NA,NA,NA,NA,NA,22,6.93,1,"YSI",4.1,NA,5.41,0.7
"573",593,2020-01-16 17:03:00,NA,NA,NA,NA,NA,22.6,20.93,2,"YSI",13.2,NA,5.2,0.9
"574",594,2020-01-16 19:21:00,NA,NA,NA,NA,NA,23.3,37.92,3,"YSI",22.9,NA,6.38,1.3
"575",595,2020-01-16 17:39:00,NA,NA,NA,NA,NA,23.3,35.67,4,"YSI",23.4,NA,7.16,1.1
"576",596,2020-01-16 15:24:00,NA,NA,NA,NA,NA,22.5,19.01,5,"YSI",11.8,NA,4.96,0.9
"577",597,2020-01-16 15:47:00,NA,NA,NA,NA,NA,21.2,3.193,6,"YSI",1.3,NA,4.88,0.8
"578",598,2020-01-16 18:49:00,NA,NA,NA,NA,NA,22.2,25.66,7,"YSI",16.3,NA,3.84,1.1
"579",599,2020-01-16 19:03:00,NA,NA,NA,NA,NA,25.4,18.16,8,"YSI",11.1,NA,5.2,0
"580",600,2020-01-16 19:56:00,NA,NA,NA,NA,NA,23.4,30.94,9,"YSI",19.9,NA,5.46,1.4
"581",601,2020-01-16 20:11:00,NA,NA,NA,NA,NA,23.5,30.57,10,"YSI",19.6,NA,5.48,0.8
"582",602,2020-02-04 14:47:00,NA,NA,NA,NA,NA,15.3,15.5,1,"YSI",11.4,NA,8.52,1.1
"583",603,2020-02-04 18:08:00,NA,NA,NA,NA,NA,15.7,25.98,2,"YSI",19.7,NA,9.65,1.4
"584",604,2020-02-04 16:14:00,NA,NA,NA,NA,NA,15.2,27.09,3,"YSI",20.9,NA,8.47,1.7
"585",605,2020-02-04 15:53:00,NA,NA,NA,NA,NA,15.2,27.67,4,"YSI",21.42,NA,8.61,1.4
"586",606,2020-02-04 15:30:00,NA,NA,NA,NA,NA,15.1,25.41,5,"YSI",19.6,NA,11.34,1.6
"587",607,2020-02-04 15:06:00,NA,NA,NA,NA,NA,15.9,21.95,6,"YSI",16.3,NA,7.04,1.4
"588",608,2020-02-04 18:31:00,NA,NA,NA,NA,NA,16,18.23,7,"YSI",13.7,NA,7.5,1.3
"589",609,2020-02-04 17:49:00,NA,NA,NA,NA,NA,16.1,19.99,8,"YSI",14.6,NA,7.73,1.1
"590",610,2020-02-04 17:30:00,NA,NA,NA,NA,NA,15.2,26.91,9,"YSI",20.9,NA,9.26,1.4
"591",611,2020-02-04 17:09:00,NA,NA,NA,NA,NA,15.6,23.52,10,"YSI",17.7,NA,8.82,1.1
"592",612,2020-02-18 18:14:00,NA,NA,NA,NA,NA,18.8,30.84,1,"YSI",22,NA,5.19,1.2
"593",613,2020-02-18 18:47:00,NA,NA,NA,NA,NA,20.6,37.04,2,"YSI",25.9,NA,7.04,1.6
"594",614,2020-02-18 19:51:00,NA,NA,NA,NA,NA,20.2,38.62,3,"YSI",27.4,NA,7.08,1.5
"595",615,2020-02-18 19:31:00,NA,NA,NA,NA,NA,20,38.44,4,"YSI",27.4,NA,7.11,1.2
"596",616,2020-02-18 19:09:00,NA,NA,NA,NA,NA,19.9,36.76,5,"YSI",16.1,NA,6.87,1.5
"597",617,2020-02-18 18:43:00,NA,NA,NA,NA,NA,19.4,23.98,6,"YSI",17.6,NA,5.42,1.4
"598",618,2020-02-18 21:44:00,NA,NA,NA,NA,NA,20.8,27.21,7,"YSI",20,NA,5.15,NA
"599",619,2020-02-18 21:30:00,NA,NA,NA,NA,NA,21.1,31.85,8,"YSI",21.6,NA,6.2,1.1
"600",620,2020-02-18 20:25:00,NA,NA,NA,NA,NA,20.6,37.86,9,"YSI",26.4,NA,6.78,1.4
"601",621,2020-02-18 20:40:00,NA,NA,NA,NA,NA,22.1,35.02,10,"YSI",23.5,NA,6.46,0.9
"602",622,2020-03-03 17:08:00,NA,NA,NA,NA,NA,17.7,22.4,1,"YSI",15.8,NA,7,1.2
"603",623,2020-03-03 17:30:00,NA,NA,NA,NA,NA,18,32.07,2,"YSI",23.5,NA,9,1.6
"604",624,2020-03-04 17:43:00,NA,NA,NA,NA,NA,20.4,33.38,3,"YSI",23.2,NA,9,1.5
"605",625,2020-03-04 17:59:00,NA,NA,NA,NA,NA,19.1,33.37,4,"YSI",23.9,NA,9,1.4
"606",626,2020-03-03 17:28:00,NA,NA,NA,NA,NA,17.7,31.99,5,"YSI",23.6,NA,9,1.6
"607",627,2020-03-03 21:16:00,NA,NA,NA,NA,NA,17.6,25.7,6,"YSI",13.6,NA,7,1.2
"608",628,2020-03-04 21:02:00,NA,NA,NA,NA,NA,20.2,28.15,7,"YSI",19.3,NA,8,1.6
"609",629,2020-03-03 18:41:00,NA,NA,NA,NA,NA,21,29.46,8,"YSI",19.9,NA,8,1.4
"610",630,2020-03-04 20:18:31,NA,NA,NA,NA,NA,19.5,32.61,9,"YSI",23.1,NA,9,1.8
"611",631,2020-03-04 19:54:00,NA,NA,NA,NA,NA,20.6,30.52,10,"YSI",20.9,NA,7,1.5
"612",632,2019-01-15 17:42:00,NA,NA,NA,NA,NA,NA,NA,1,"YSI",NA,NA,NA,0.7
"613",633,2019-01-15 20:06:00,NA,NA,NA,NA,NA,NA,NA,2,"YSI",NA,NA,NA,1.1
"614",634,2019-01-15 18:57:00,NA,NA,NA,NA,NA,NA,NA,3,"YSI",NA,NA,NA,1.1
"615",635,2019-01-15 18:32:00,NA,NA,NA,NA,NA,NA,NA,4,"YSI",NA,NA,NA,0.8
"616",636,2019-01-15 18:15:00,NA,NA,NA,NA,NA,NA,NA,5,"YSI",NA,NA,NA,1.1
"617",637,2019-01-15 17:54:00,NA,NA,NA,NA,NA,NA,NA,6,"YSI",NA,NA,NA,1
"618",638,2019-01-15 20:44:00,NA,NA,NA,NA,NA,NA,NA,7,"YSI",NA,NA,NA,1.1
"619",639,2019-01-15 20:22:00,NA,NA,NA,NA,NA,NA,NA,8,"YSI",NA,NA,NA,0.9
"620",640,2019-01-15 19:14:00,NA,NA,NA,NA,NA,NA,NA,9,"YSI",NA,NA,NA,0.8
"621",641,2020-03-17 15:12:00,NA,NA,NA,NA,NA,21.6,2.561,1,"YSI",4.4,NA,NA,1.3
"622",642,2020-03-17 15:30:00,NA,NA,NA,NA,NA,23.2,35.28,2,"YSI",23.2,NA,NA,1.6
"623",643,2020-03-17 16:21:00,NA,NA,NA,NA,NA,23.1,38.89,3,"YSI",25.8,NA,NA,1.5
"624",644,2020-03-17 16:04:00,NA,NA,NA,NA,NA,23,38.62,4,"YSI",25.6,NA,NA,1.3
"625",645,2020-03-17 15:38:00,NA,NA,NA,NA,NA,22.8,22,5,"YSI",14.2,NA,NA,1.6
"626",646,2020-03-17 14:57:00,NA,NA,NA,NA,NA,21,2.219,6,"YSI",1.2,NA,NA,1.6
"627",647,2020-03-17 18:26:00,NA,NA,NA,NA,NA,22,17.4,7,"YSI",11.3,NA,NA,1.4
"628",648,2020-03-17 18:13:00,NA,NA,NA,NA,NA,23.4,28.61,8,"YSI",18.3,NA,NA,1.2
"629",649,2020-03-17 16:30:00,NA,NA,NA,NA,NA,22.7,37.75,9,"YSI",25.2,NA,NA,1.6
"630",650,2020-03-17 16:56:00,NA,NA,NA,NA,NA,24.6,27.22,10,"YSI",16.9,NA,NA,1.1
"631",651,2019-10-01 14:26:00,76,1740,7,0.548780487804878,28,NA,1.272,1,"LAKEWATCH",NA,NA,NA,NA
"632",652,2019-10-01 16:02:00,113,890,24,0.76219512195122,33,NA,25,2,"LAKEWATCH",NA,NA,NA,NA
"633",653,2019-10-01 16:27:00,139,910,48,0.701219512195122,30,NA,29,3,"LAKEWATCH",NA,NA,NA,NA
"634",654,2019-10-01 16:40:00,145,870,58,0.853658536585366,33,NA,33,4,"LAKEWATCH",NA,NA,NA,NA
"635",655,2019-10-01 15:35:00,117,920,24,0.76219512195122,34,NA,21,5,"LAKEWATCH",NA,NA,NA,NA
"636",656,2019-10-01 14:51:00,68,1120,7,0.76219512195122,27,NA,1.433,6,"LAKEWATCH",NA,NA,NA,NA
"637",657,2019-11-04 20:20:00,70,1510,11,0.914634146341463,14,NA,12,1,"LAKEWATCH",NA,NA,NA,NA
"638",658,2019-11-04 17:49:00,58,910,15,1.06707317073171,16,NA,23,2,"LAKEWATCH",NA,NA,NA,NA
"639",659,2019-11-04 18:53:00,69,900,14,1.21951219512195,20,NA,24,3,"LAKEWATCH",NA,NA,NA,NA
"640",660,2019-11-04 18:36:00,83,980,16,0.914634146341463,20,NA,25,4,"LAKEWATCH",NA,NA,NA,NA
"641",661,2019-11-04 18:16:00,60,870,16,1.00609756097561,15,NA,27,5,"LAKEWATCH",NA,NA,NA,NA
"642",662,2019-11-04 20:02:00,68,1300,13,1.21951219512195,14,NA,16,6,"LAKEWATCH",NA,NA,NA,NA
"643",663,2019-12-05 19:49:00,49,1250,2,0.76219512195122,17,NA,16,1,"LAKEWATCH",NA,NA,NA,NA
"644",664,2019-12-05 20:36:00,36,660,9,1.06707317073171,15,NA,26,2,"LAKEWATCH",NA,NA,NA,NA
"645",665,2019-12-05 21:31:00,49,720,19,0.914634146341463,17,NA,25,3,"LAKEWATCH",NA,NA,NA,NA
"646",666,2019-12-05 21:08:00,32,650,10,0.914634146341463,16,NA,25,4,"LAKEWATCH",NA,NA,NA,NA
"647",667,2019-12-05 20:51:00,34,650,6,1.06707317073171,17,NA,24,5,"LAKEWATCH",NA,NA,NA,NA
"648",668,2019-12-05 22:31:00,83,950,25,1.06707317073171,15,NA,31,6,"LAKEWATCH",NA,NA,NA,NA
"649",669,2020-01-03 16:38:00,78,960,4,1.06707317073171,28,NA,14,1,"LAKEWATCH",NA,NA,NA,NA
"650",670,2020-01-03 18:52:00,33,530,7,1.52439024390244,8,NA,35,2,"LAKEWATCH",NA,NA,NA,NA
"651",671,2020-01-03 18:16:00,36,540,7,1.3719512195122,7,NA,36,3,"LAKEWATCH",NA,NA,NA,NA
"652",672,2020-01-03 18:00:00,35,520,7,0.914634146341463,8,NA,34,4,"LAKEWATCH",NA,NA,NA,NA
"653",673,2020-01-03 17:11:00,29,500,5,1.52439024390244,8,NA,35,5,"LAKEWATCH",NA,NA,NA,NA
"654",674,2020-01-03 16:18:00,81,1050,21,1.21951219512195,27,NA,18,6,"LAKEWATCH",NA,NA,NA,NA
"655",675,2020-02-04 14:47:00,101,1240,11,1.15853658536585,40,NA,20,1,"LAKEWATCH",NA,NA,NA,NA
"656",676,2020-02-04 18:08:00,53,730,10,1.46341463414634,28,NA,30,2,"LAKEWATCH",NA,NA,NA,NA
"657",677,2020-02-04 16:14:00,117,1450,11,1.67682926829268,30,NA,31,3,"LAKEWATCH",NA,NA,NA,NA
"658",678,2020-02-04 15:53:00,46,670,12,1.3719512195122,25,NA,31,4,"LAKEWATCH",NA,NA,NA,NA
"659",679,2020-02-04 15:30:00,47,720,8,1.61585365853659,28,NA,30,5,"LAKEWATCH",NA,NA,NA,NA
"660",680,2020-02-04 15:06:00,76,1050,12,1.46341463414634,38,NA,22,6,"LAKEWATCH",NA,NA,NA,NA
"661",681,2020-07-15 18:50:00,NA,NA,NA,NA,NA,30,1.2,1,"YSI",0.01,NA,5.45,0.3
"662",682,2020-07-15 17:50:00,NA,NA,NA,NA,NA,31,3.7,2,"YSI",1.95,NA,5.84,0.8
"663",683,2020-07-15 16:18:00,NA,NA,NA,NA,NA,31,18.9,3,"YSI",12.21,NA,4.4,1
"664",684,2020-07-15 17:00:00,NA,NA,NA,NA,NA,31.8,7.6,4,"YSI",4.18,NA,7.57,0.7
"665",685,2020-07-15 19:45:00,NA,NA,NA,NA,NA,31.8,6,5,"YSI",3.23,NA,5.8,0.9
"666",686,2020-07-15 19:25:00,NA,NA,NA,NA,NA,30.4,0.28,6,"YSI",0.13,NA,5.72,0.4
"667",687,2020-07-15 17:30:00,NA,NA,NA,NA,NA,32.1,2.39,7,"YSI",1.21,NA,5.57,0.5
"668",688,2020-07-15 17:20:00,NA,NA,NA,NA,NA,33.1,4.1,8,"YSI",2.15,NA,6.59,0.6
